maskset_sk,wafer_layout,component_sk,component_id,ucs_die_x,ucs_die_y,ucs_flash_x,ucs_flash_y,ucs_die_in_flash_x,ucs_die_in_flash_y,ucs_die_origin_x,ucs_die_origin_y,ucs_flash_wafer_layout_sk,ucs_die_wafer_layout_sk,metrology17_site,sort_die_x,sort_die_y,sort_test_flag,wet_flash_x,wet_flash_y
90001838,KAMORTA,90001838,DEFAULT,-19,4,-7,0,2,4,-145534.68,6679.19000000001,90172463,96393677,,0,20,T,1,5
90001838,KAMORTA,90001838,DEFAULT,-19,5,-7,1,2,0,-145534.68,13238.650000000009,90172464,96393688,,0,19,P,1,6
90001838,KAMORTA,90001838,DEFAULT,-19,6,-7,1,2,1,-145534.68,19798.110000000008,90172464,96393689,,0,18,P,1,6
90001838,KAMORTA,90001838,DEFAULT,-19,7,-7,1,2,2,-145534.68,26357.57000000001,90172464,96393690,,0,17,P,1,6
90001838,KAMORTA,90001838,DEFAULT,-19,8,-7,1,2,3,-145534.68,32917.03000000001,90172464,96393691,,0,16,P,1,6
90001838,KAMORTA,90001838,DEFAULT,-19,9,-7,1,2,4,-145534.68,39476.49000000001,90172464,96393692,,0,15,P,1,6
90001838,KAMORTA,90001838,DEFAULT,-19,10,-7,2,2,0,-145534.68,46035.95000000001,90172465,96393703,,0,14,P,1,7
90001838,KAMORTA,90001838,DEFAULT,-19,11,-7,2,2,1,-145534.68,52595.41000000001,90172465,96393704,,0,13,P,1,7
90001838,KAMORTA,90001838,DEFAULT,-19,12,-7,2,2,2,-145534.68,59154.87000000001,90172465,96393705,,0,12,P,1,7
90001838,KAMORTA,90001838,DEFAULT,-19,13,-7,2,2,3,-145534.68,65714.33000000002,90172465,96393706,,0,11,P,1,7
90001838,KAMORTA,90001838,DEFAULT,-19,14,-7,2,2,4,-145534.68,72273.79000000001,90172465,96393707,,0,10,P,1,7
90001838,KAMORTA,90001838,DEFAULT,-18,-15,-6,-3,0,0,-138263.72,-117950.55,90172466,96393708,,1,39,P,2,2
90001838,KAMORTA,90001838,DEFAULT,-18,-14,-6,-3,0,1,-138263.72,-111391.09,90172466,96393709,,1,38,P,2,2
90001838,KAMORTA,90001838,DEFAULT,-18,-13,-6,-3,0,2,-138263.72,-104831.63,90172466,96393710,,1,37,P,2,2
90001838,KAMORTA,90001838,DEFAULT,-18,-12,-6,-3,0,3,-138263.72,-98272.17,90172466,96393711,,1,36,P,2,2
90001838,KAMORTA,90001838,DEFAULT,-18,-11,-6,-3,0,4,-138263.72,-91712.70999999999,90172466,96393712,,1,35,P,2,2
90001838,KAMORTA,90001838,DEFAULT,-18,-10,-6,-2,0,0,-138263.72,-85153.25,90172467,96393723,,1,34,P,2,3
90001838,KAMORTA,90001838,DEFAULT,-18,-9,-6,-2,0,1,-138263.72,-78593.79,90172467,96393724,,1,33,P,2,3
90001838,KAMORTA,90001838,DEFAULT,-18,-8,-6,-2,0,2,-138263.72,-72034.33,90172467,96393725,,1,32,P,2,3
90001838,KAMORTA,90001838,DEFAULT,-18,-7,-6,-2,0,3,-138263.72,-65474.869999999995,90172467,96393726,,1,31,P,2,3
90001838,KAMORTA,90001838,DEFAULT,-18,-6,-6,-2,0,4,-138263.72,-58915.409999999996,90172467,96393727,,1,30,P,2,3
90001838,KAMORTA,90001838,DEFAULT,-18,-5,-6,-1,0,0,-138263.72,-52355.95,90172468,96393738,,1,29,P,2,4
90001838,KAMORTA,90001838,DEFAULT,-18,-4,-6,-1,0,1,-138263.72,-45796.49,90172468,96393739,,1,28,T,2,4
90001838,KAMORTA,90001838,DEFAULT,-18,-3,-6,-1,0,2,-138263.72,-39237.03,90172468,96393740,,1,27,T,2,4
90001838,KAMORTA,90001838,DEFAULT,-18,-2,-6,-1,0,3,-138263.72,-32677.569999999992,90172468,96393741,,1,26,T,2,4
90001838,KAMORTA,90001838,DEFAULT,-18,-1,-6,-1,0,4,-138263.72,-26118.109999999993,90172468,96393742,,1,25,T,2,4
90001838,KAMORTA,90001838,DEFAULT,-18,0,-6,0,0,0,-138263.72,-19558.649999999994,90172469,96393753,11,1,24,T,2,5
90001838,KAMORTA,90001838,DEFAULT,-18,1,-6,0,0,1,-138263.72,-12999.189999999993,90172469,96393754,11,1,23,T,2,5
90001838,KAMORTA,90001838,DEFAULT,-18,2,-6,0,0,2,-138263.72,-6439.729999999992,90172469,96393755,11,1,22,T,2,5
90001838,KAMORTA,90001838,DEFAULT,-18,3,-6,0,0,3,-138263.72,119.73000000001048,90172469,96393756,11,1,21,T,2,5
90001838,KAMORTA,90001838,DEFAULT,-18,4,-6,0,0,4,-138263.72,6679.19000000001,90172469,96393757,11,1,20,T,2,5
90001838,KAMORTA,90001838,DEFAULT,-18,5,-6,1,0,0,-138263.72,13238.650000000009,90172470,96393768,,1,19,T,2,6
90001838,KAMORTA,90001838,DEFAULT,-18,6,-6,1,0,1,-138263.72,19798.110000000008,90172470,96393769,,1,18,T,2,6
90001838,KAMORTA,90001838,DEFAULT,-18,7,-6,1,0,2,-138263.72,26357.57000000001,90172470,96393770,,1,17,T,2,6
90001838,KAMORTA,90001838,DEFAULT,-18,8,-6,1,0,3,-138263.72,32917.03000000001,90172470,96393771,,1,16,T,2,6
90001838,KAMORTA,90001838,DEFAULT,-18,9,-6,1,0,4,-138263.72,39476.49000000001,90172470,96393772,,1,15,T,2,6
90001838,KAMORTA,90001838,DEFAULT,-18,10,-6,2,0,0,-138263.72,46035.95000000001,90172471,96393783,,1,14,P,2,7
90001838,KAMORTA,90001838,DEFAULT,-18,11,-6,2,0,1,-138263.72,52595.41000000001,90172471,96393784,,1,13,P,2,7
90001838,KAMORTA,90001838,DEFAULT,-18,12,-6,2,0,2,-138263.72,59154.87000000001,90172471,96393785,,1,12,P,2,7
90001838,KAMORTA,90001838,DEFAULT,-18,13,-6,2,0,3,-138263.72,65714.33000000002,90172471,96393786,,1,11,P,2,7
90001838,KAMORTA,90001838,DEFAULT,-18,14,-6,2,0,4,-138263.72,72273.79000000001,90172471,96393787,,1,10,P,2,7
90001838,KAMORTA,90001838,DEFAULT,-18,15,-6,3,0,0,-138263.72,78833.25000000001,90172472,96393798,,1,9,P,2,8
90001838,KAMORTA,90001838,DEFAULT,-18,16,-6,3,0,1,-138263.72,85392.71000000002,90172472,96393799,,1,8,P,2,8
90001838,KAMORTA,90001838,DEFAULT,-18,17,-6,3,0,2,-138263.72,91952.17000000001,90172472,96393800,,1,7,P,2,8
90001838,KAMORTA,90001838,DEFAULT,-18,18,-6,3,0,3,-138263.72,98511.63000000002,90172472,96393801,,1,6,P,2,8
90001838,KAMORTA,90001838,DEFAULT,-18,19,-6,3,0,4,-138263.72,105071.09000000003,90172472,96393802,,1,5,P,2,8
90001838,KAMORTA,90001838,DEFAULT,-17,-15,-6,-3,1,0,-130992.76,-117950.55,90172466,96393713,,2,39,P,2,2
90001838,KAMORTA,90001838,DEFAULT,-17,-14,-6,-3,1,1,-130992.76,-111391.09,90172466,96393714,,2,38,P,2,2
90001838,KAMORTA,90001838,DEFAULT,-17,-13,-6,-3,1,2,-130992.76,-104831.63,90172466,96393715,,2,37,P,2,2
90001838,KAMORTA,90001838,DEFAULT,-17,-12,-6,-3,1,3,-130992.76,-98272.17,90172466,96393716,,2,36,P,2,2
90001838,KAMORTA,90001838,DEFAULT,-17,-11,-6,-3,1,4,-130992.76,-91712.70999999999,90172466,96393717,,2,35,P,2,2
90001838,KAMORTA,90001838,DEFAULT,-17,-10,-6,-2,1,0,-130992.76,-85153.25,90172467,96393728,,2,34,P,2,3
90001838,KAMORTA,90001838,DEFAULT,-17,-9,-6,-2,1,1,-130992.76,-78593.79,90172467,96393729,,2,33,P,2,3
90001838,KAMORTA,90001838,DEFAULT,-17,-8,-6,-2,1,2,-130992.76,-72034.33,90172467,96393730,,2,32,P,2,3
90001838,KAMORTA,90001838,DEFAULT,-17,-7,-6,-2,1,3,-130992.76,-65474.869999999995,90172467,96393731,,2,31,T,2,3
90001838,KAMORTA,90001838,DEFAULT,-17,-6,-6,-2,1,4,-130992.76,-58915.409999999996,90172467,96393732,,2,30,T,2,3
90001838,KAMORTA,90001838,DEFAULT,-17,-5,-6,-1,1,0,-130992.76,-52355.95,90172468,96393743,,2,29,T,2,4
90001838,KAMORTA,90001838,DEFAULT,-17,-4,-6,-1,1,1,-130992.76,-45796.49,90172468,96393744,,2,28,T,2,4
90001838,KAMORTA,90001838,DEFAULT,-17,-3,-6,-1,1,2,-130992.76,-39237.03,90172468,96393745,,2,27,T,2,4
90001838,KAMORTA,90001838,DEFAULT,-17,-2,-6,-1,1,3,-130992.76,-32677.569999999992,90172468,96393746,,2,26,T,2,4
90001838,KAMORTA,90001838,DEFAULT,-17,-1,-6,-1,1,4,-130992.76,-26118.109999999993,90172468,96393747,,2,25,T,2,4
90001838,KAMORTA,90001838,DEFAULT,-17,0,-6,0,1,0,-130992.76,-19558.649999999994,90172469,96393758,11,2,24,T,2,5
90001838,KAMORTA,90001838,DEFAULT,-17,1,-6,0,1,1,-130992.76,-12999.189999999993,90172469,96393759,11,2,23,T,2,5
90001838,KAMORTA,90001838,DEFAULT,-17,2,-6,0,1,2,-130992.76,-6439.729999999992,90172469,96393760,11,2,22,T,2,5
90001838,KAMORTA,90001838,DEFAULT,-17,3,-6,0,1,3,-130992.76,119.73000000001048,90172469,96393761,11,2,21,T,2,5
90001838,KAMORTA,90001838,DEFAULT,-17,4,-6,0,1,4,-130992.76,6679.19000000001,90172469,96393762,11,2,20,T,2,5
90001838,KAMORTA,90001838,DEFAULT,-17,5,-6,1,1,0,-130992.76,13238.650000000009,90172470,96393773,,2,19,T,2,6
90001838,KAMORTA,90001838,DEFAULT,-17,6,-6,1,1,1,-130992.76,19798.110000000008,90172470,96393774,,2,18,T,2,6
90001838,KAMORTA,90001838,DEFAULT,-17,7,-6,1,1,2,-130992.76,26357.57000000001,90172470,96393775,,2,17,T,2,6
90001838,KAMORTA,90001838,DEFAULT,-17,8,-6,1,1,3,-130992.76,32917.03000000001,90172470,96393776,,2,16,T,2,6
90001838,KAMORTA,90001838,DEFAULT,-17,9,-6,1,1,4,-130992.76,39476.49000000001,90172470,96393777,,2,15,T,2,6
90001838,KAMORTA,90001838,DEFAULT,-17,10,-6,2,1,0,-130992.76,46035.95000000001,90172471,96393788,,2,14,T,2,7
90001838,KAMORTA,90001838,DEFAULT,-17,11,-6,2,1,1,-130992.76,52595.41000000001,90172471,96393789,,2,13,T,2,7
90001838,KAMORTA,90001838,DEFAULT,-17,12,-6,2,1,2,-130992.76,59154.87000000001,90172471,96393790,,2,12,T,2,7
90001838,KAMORTA,90001838,DEFAULT,-17,13,-6,2,1,3,-130992.76,65714.33000000002,90172471,96393791,,2,11,P,2,7
90001838,KAMORTA,90001838,DEFAULT,-17,14,-6,2,1,4,-130992.76,72273.79000000001,90172471,96393792,,2,10,P,2,7
90001838,KAMORTA,90001838,DEFAULT,-17,15,-6,3,1,0,-130992.76,78833.25000000001,90172472,96393803,,2,9,P,2,8
90001838,KAMORTA,90001838,DEFAULT,-17,16,-6,3,1,1,-130992.76,85392.71000000002,90172472,96393804,,2,8,P,2,8
90001838,KAMORTA,90001838,DEFAULT,-17,17,-6,3,1,2,-130992.76,91952.17000000001,90172472,96393805,,2,7,P,2,8
90001838,KAMORTA,90001838,DEFAULT,-17,18,-6,3,1,3,-130992.76,98511.63000000002,90172472,96393806,,2,6,P,2,8
90001838,KAMORTA,90001838,DEFAULT,-17,19,-6,3,1,4,-130992.76,105071.09000000003,90172472,96393807,,2,5,P,2,8
90001838,KAMORTA,90001838,DEFAULT,-16,-15,-6,-3,2,0,-123721.8,-117950.55,90172466,96393718,,3,39,P,2,2
90001838,KAMORTA,90001838,DEFAULT,-16,-14,-6,-3,2,1,-123721.8,-111391.09,90172466,96393719,,3,38,P,2,2
90001838,KAMORTA,90001838,DEFAULT,-16,-13,-6,-3,2,2,-123721.8,-104831.63,90172466,96393720,,3,37,P,2,2
90001838,KAMORTA,90001838,DEFAULT,-16,-12,-6,-3,2,3,-123721.8,-98272.17,90172466,96393721,,3,36,P,2,2
90001838,KAMORTA,90001838,DEFAULT,-16,-11,-6,-3,2,4,-123721.8,-91712.70999999999,90172466,96393722,,3,35,P,2,2
90001838,KAMORTA,90001838,DEFAULT,-16,-10,-6,-2,2,0,-123721.8,-85153.25,90172467,96393733,,3,34,P,2,3
90001838,KAMORTA,90001838,DEFAULT,-16,-9,-6,-2,2,1,-123721.8,-78593.79,90172467,96393734,,3,33,T,2,3
90001838,KAMORTA,90001838,DEFAULT,-16,-8,-6,-2,2,2,-123721.8,-72034.33,90172467,96393735,,3,32,T,2,3
90001838,KAMORTA,90001838,DEFAULT,-16,-7,-6,-2,2,3,-123721.8,-65474.869999999995,90172467,96393736,,3,31,T,2,3
90001838,KAMORTA,90001838,DEFAULT,-16,-6,-6,-2,2,4,-123721.8,-58915.409999999996,90172467,96393737,,3,30,T,2,3
90001838,KAMORTA,90001838,DEFAULT,-16,-5,-6,-1,2,0,-123721.8,-52355.95,90172468,96393748,,3,29,T,2,4
90001838,KAMORTA,90001838,DEFAULT,-16,-4,-6,-1,2,1,-123721.8,-45796.49,90172468,96393749,,3,28,T,2,4
90001838,KAMORTA,90001838,DEFAULT,-16,-3,-6,-1,2,2,-123721.8,-39237.03,90172468,96393750,,3,27,T,2,4
90001838,KAMORTA,90001838,DEFAULT,-16,-2,-6,-1,2,3,-123721.8,-32677.569999999992,90172468,96393751,,3,26,T,2,4
90001838,KAMORTA,90001838,DEFAULT,-16,-1,-6,-1,2,4,-123721.8,-26118.109999999993,90172468,96393752,,3,25,T,2,4
90001838,KAMORTA,90001838,DEFAULT,-16,0,-6,0,2,0,-123721.8,-19558.649999999994,90172469,96393763,11,3,24,T,2,5
90001838,KAMORTA,90001838,DEFAULT,-16,1,-6,0,2,1,-123721.8,-12999.189999999993,90172469,96393764,11,3,23,T,2,5
90001838,KAMORTA,90001838,DEFAULT,-16,2,-6,0,2,2,-123721.8,-6439.729999999992,90172469,96393765,11,3,22,T,2,5
90001838,KAMORTA,90001838,DEFAULT,-16,3,-6,0,2,3,-123721.8,119.73000000001048,90172469,96393766,11,3,21,T,2,5
90001838,KAMORTA,90001838,DEFAULT,-16,4,-6,0,2,4,-123721.8,6679.19000000001,90172469,96393767,11,3,20,T,2,5
90001838,KAMORTA,90001838,DEFAULT,-16,5,-6,1,2,0,-123721.8,13238.650000000009,90172470,96393778,,3,19,T,2,6
90001838,KAMORTA,90001838,DEFAULT,-16,6,-6,1,2,1,-123721.8,19798.110000000008,90172470,96393779,,3,18,T,2,6
90001838,KAMORTA,90001838,DEFAULT,-16,7,-6,1,2,2,-123721.8,26357.57000000001,90172470,96393780,,3,17,T,2,6
90001838,KAMORTA,90001838,DEFAULT,-16,8,-6,1,2,3,-123721.8,32917.03000000001,90172470,96393781,,3,16,T,2,6
90001838,KAMORTA,90001838,DEFAULT,-16,9,-6,1,2,4,-123721.8,39476.49000000001,90172470,96393782,,3,15,T,2,6
90001838,KAMORTA,90001838,DEFAULT,-16,10,-6,2,2,0,-123721.8,46035.95000000001,90172471,96393793,,3,14,T,2,7
90001838,KAMORTA,90001838,DEFAULT,-16,11,-6,2,2,1,-123721.8,52595.41000000001,90172471,96393794,,3,13,T,2,7
90001838,KAMORTA,90001838,DEFAULT,-16,12,-6,2,2,2,-123721.8,59154.87000000001,90172471,96393795,,3,12,T,2,7
90001838,KAMORTA,90001838,DEFAULT,-16,13,-6,2,2,3,-123721.8,65714.33000000002,90172471,96393796,,3,11,T,2,7
90001838,KAMORTA,90001838,DEFAULT,-16,14,-6,2,2,4,-123721.8,72273.79000000001,90172471,96393797,,3,10,T,2,7
90001838,KAMORTA,90001838,DEFAULT,-16,15,-6,3,2,0,-123721.8,78833.25000000001,90172472,96393808,,3,9,P,2,8
90001838,KAMORTA,90001838,DEFAULT,-16,16,-6,3,2,1,-123721.8,85392.71000000002,90172472,96393809,,3,8,P,2,8
90001838,KAMORTA,90001838,DEFAULT,-16,17,-6,3,2,2,-123721.8,91952.17000000001,90172472,96393810,,3,7,P,2,8
90001838,KAMORTA,90001838,DEFAULT,-16,18,-6,3,2,3,-123721.8,98511.63000000002,90172472,96393811,,3,6,P,2,8
90001838,KAMORTA,90001838,DEFAULT,-16,19,-6,3,2,4,-123721.8,105071.09000000003,90172472,96393812,,3,5,P,2,8
90001838,KAMORTA,90001838,DEFAULT,-15,-15,-5,-3,0,0,-116450.84,-117950.55,90172473,96393813,,4,39,P,3,2
90001838,KAMORTA,90001838,DEFAULT,-15,-14,-5,-3,0,1,-116450.84,-111391.09,90172473,96393814,,4,38,P,3,2
90001838,KAMORTA,90001838,DEFAULT,-15,-13,-5,-3,0,2,-116450.84,-104831.63,90172473,96393815,,4,37,P,3,2
90001838,KAMORTA,90001838,DEFAULT,-15,-12,-5,-3,0,3,-116450.84,-98272.17,90172473,96393816,,4,36,P,3,2
90001838,KAMORTA,90001838,DEFAULT,-15,-11,-5,-3,0,4,-116450.84,-91712.70999999999,90172473,96393817,,4,35,P,3,2
90001838,KAMORTA,90001838,DEFAULT,-15,-10,-5,-2,0,0,-116450.84,-85153.25,90172474,96393828,,4,34,T,3,3
90001838,KAMORTA,90001838,DEFAULT,-15,-9,-5,-2,0,1,-116450.84,-78593.79,90172474,96393829,,4,33,T,3,3
90001838,KAMORTA,90001838,DEFAULT,-15,-8,-5,-2,0,2,-116450.84,-72034.33,90172474,96393830,,4,32,T,3,3
90001838,KAMORTA,90001838,DEFAULT,-15,-7,-5,-2,0,3,-116450.84,-65474.869999999995,90172474,96393831,,4,31,T,3,3
90001838,KAMORTA,90001838,DEFAULT,-15,-6,-5,-2,0,4,-116450.84,-58915.409999999996,90172474,96393832,,4,30,T,3,3
90001838,KAMORTA,90001838,DEFAULT,-15,-5,-5,-1,0,0,-116450.84,-52355.95,90172475,96393843,,4,29,T,3,4
90001838,KAMORTA,90001838,DEFAULT,-15,-4,-5,-1,0,1,-116450.84,-45796.49,90172475,96393844,,4,28,T,3,4
90001838,KAMORTA,90001838,DEFAULT,-15,-3,-5,-1,0,2,-116450.84,-39237.03,90172475,96393845,,4,27,T,3,4
90001838,KAMORTA,90001838,DEFAULT,-15,-2,-5,-1,0,3,-116450.84,-32677.569999999992,90172475,96393846,,4,26,T,3,4
90001838,KAMORTA,90001838,DEFAULT,-15,-1,-5,-1,0,4,-116450.84,-26118.109999999993,90172475,96393847,,4,25,T,3,4
